0,-0.147116,0.946253
1,-0.979771,0.552773
2,-0.629173,-0.524961
3,-0.434716,-0.293062
4,-0.406610,0.641623
5,0.489995,-0.520113
6,0.929545,0.841919
7,-0.295111,0.778680
8,-0.449995,0.526578
9,-0.475420,-0.419249
10,0.622782,-0.495660
11,0.527794,-0.139858
12,0.754589,-0.334312
13,0.057801,0.594804
14,0.881481,-0.982481
15,-0.006793,-0.350137
16,-0.995792,0.070527
17,0.965876,-0.415014
18,0.932706,0.134489
19,0.507448,0.670690
20,0.429895,-0.769583
21,-0.288416,0.853398
22,0.117873,-0.140685
23,-0.200146,-0.340333
24,-0.355255,-0.121054
25,0.119778,-0.888146
26,-0.482294,-0.744502
27,-0.517487,-0.090248
28,-0.663113,-0.916935
29,-0.796657,-0.212852
30,-0.815199,0.869159
31,0.705103,-0.097888
32,-0.394516,0.248359
33,0.456765,-0.779023
34,0.392010,-0.351343
35,-0.551326,0.769409
36,-0.584013,0.094194
37,0.230789,0.425439
38,0.085213,-0.787611
39,0.710567,0.834139
40,0.691762,0.941234
41,-0.263034,0.413280
42,0.344194,0.467957
43,-0.349103,-0.615622
44,0.931985,-0.419728
45,-0.511438,-0.021445
46,-0.086960,-0.958005
47,0.224889,0.005672
48,-0.869672,0.364135
49,-0.050800,0.459385
50,-0.098073,-0.706040
51,0.524585,-0.338087
52,-0.852798,-0.735020
53,0.456381,-0.526963
54,0.329341,0.983371
55,0.964318,-0.025747
56,-0.498036,-0.730557
57,-0.708371,-0.477542
58,0.589775,-0.257078
59,0.875423,0.301193
60,0.212493,-0.449862
61,0.513884,-0.089576
62,0.117317,-0.816134
63,-0.879433,0.756887
64,0.670682,0.653809
65,0.763185,-0.610589
66,-0.322245,-0.441355
67,-0.334362,-0.403358
68,-0.844350,0.026475
69,0.883280,-0.362123
70,0.592249,-0.072580
71,-0.742625,-0.331919
72,0.004772,-0.453232
73,0.123056,-0.765681
74,0.436848,-0.351128
75,0.099180,-0.781664
76,0.308788,0.014991
77,0.531634,-0.880661
78,0.463184,-0.167372
79,-0.259575,-0.693363
80,0.673567,-0.484795
81,-0.672480,0.482990
82,-0.055749,-0.686690
83,-0.734219,-0.395167
84,-0.042214,0.818904
85,0.391319,-0.279434
86,-0.802075,-0.670178
87,0.158633,-0.180860
88,-0.437641,0.924942
89,0.278025,0.223671
90,-0.949808,0.840548
91,0.453852,0.330226
92,-0.723359,-0.325733
93,0.236509,-0.443530
94,-0.726306,-0.295800
95,-0.021597,-0.993078
96,-0.576819,-0.967684
97,-0.495633,0.546032
98,0.522418,0.901667
99,0.117897,-0.923284
100,0.569565,0.580293
101,-0.214274,-0.059727
102,-0.474577,0.851394
103,0.825657,-0.080532
104,-0.443860,0.764155
105,0.810614,0.371655
106,0.871739,0.914923
107,0.182284,0.228121
108,-0.892188,0.912799
109,-0.108391,-0.578461
110,-0.441954,-0.576831
111,0.419048,0.437824
112,0.745968,-0.064828
113,-0.642827,0.965651
114,0.980946,0.978704
115,-0.837435,-0.411826
116,0.214063,0.578463
117,-0.369989,-0.782641
118,0.611652,0.986580
119,0.567633,-0.306824
120,0.764423,0.064506
121,-0.742481,0.337274
122,0.107567,-0.251573
123,-0.064933,0.342364
124,-0.945729,-0.149526
125,-0.462798,0.773483
126,0.119891,0.807147
127,-0.282655,-0.556191
128,-0.309659,0.118016
129,-0.491391,-0.620197
130,-0.418284,-0.048009
131,-0.672645,0.874313
132,-0.359213,0.588516
133,-0.087326,0.823344
134,-0.656307,0.310179
135,0.677779,-0.072718
136,-0.227375,0.383551
137,-0.649960,0.351615
138,0.569349,0.457774
139,0.016764,0.801663
140,0.102307,0.909815
141,-0.137395,0.135250
142,0.214384,-0.242911
143,-0.510120,0.753022
144,-0.428382,0.397934
145,-0.640986,0.014754
146,0.690397,-0.478488
147,-0.998165,0.884291
148,0.268800,0.512201
149,0.454753,0.237383
150,0.095805,0.912705
151,-0.406276,0.122335
152,0.015852,0.977271
153,0.956924,0.168839
154,0.316241,0.856365
155,-0.164649,-0.961697
156,-0.531748,-0.632218
157,-0.996732,0.404970
158,-0.197045,0.294541
159,-0.496970,-0.797498
160,-0.616399,-0.104869
161,-0.048395,-0.904039
162,0.857504,0.362638
163,0.343952,-0.462437
164,-0.510866,0.943707
165,-0.365229,0.348331
166,-0.880207,0.684226
167,0.124885,0.223012
168,-0.525597,-0.167224
169,0.670474,0.310394
170,-0.998853,0.818848
171,0.943537,-0.791310
172,0.554803,-0.131125
173,0.954891,0.337828
174,-0.417345,0.604967
175,-0.928781,-0.195031
176,-0.814101,-0.112174
177,0.883168,0.769175
178,-0.721592,-0.685687
179,0.141039,-0.883633
180,-0.331354,-0.430773
181,-0.830313,0.420001
182,-0.990261,-0.073646
183,-0.088938,0.358880
184,-0.762418,0.044073
185,0.796547,-0.366868
186,0.314215,-0.372147
187,0.419591,-0.229036
188,-0.781741,-0.138205
189,-0.798160,0.104114
190,-0.325501,0.740086
191,0.311204,-0.328455
192,-0.571787,0.535210
193,0.984470,-0.284485
194,-0.585653,0.430860
195,-0.810958,-0.335633
196,-0.725075,-0.152866
197,0.358127,0.635301
198,0.135812,-0.209949
199,0.557234,0.641225
200,0.787515,0.436886
201,-0.678991,-0.330398
202,0.861180,0.522967
203,-0.312521,-0.612518
204,0.400863,-0.239940
205,-0.338592,-0.876390
206,-0.364970,-0.090003
207,0.461787,0.671382
208,-0.107561,0.999800
209,-0.920891,-0.580778
210,0.471185,-0.392662
211,-0.613789,0.435744
212,-0.158262,-0.223958
213,0.791198,0.455610
214,-0.245316,-0.598140
215,-0.508740,0.750394
216,0.495941,-0.132597
217,0.707089,-0.328379
218,0.547058,-0.188817
219,0.186336,-0.876336
220,-0.817030,0.964615
221,0.400479,-0.928281
222,-0.135425,0.115849
223,0.673104,-0.328083
224,-0.243990,-0.716741
225,-0.608157,0.944590
226,0.506258,0.103517
227,0.512332,-0.831859
228,0.457040,-0.133636
229,0.885300,0.245083
230,0.064930,-0.562272
231,-0.563091,-0.385086
232,0.894543,0.505706
233,-0.910208,-0.557195
234,-0.310461,-0.027301
235,-0.025562,0.550342
236,-0.501592,-0.080802
237,-0.711407,0.682944
238,-0.893488,0.154410
239,-0.009079,0.967720
240,-0.005839,-0.543914
241,0.045138,0.218889
242,-0.430523,-0.461924
243,0.236353,0.685425
244,0.021985,0.987559
245,-0.494680,0.278739
246,-0.676025,-0.625019
247,0.667274,-0.836621
248,-0.419027,-0.299094
249,-0.385939,-0.069208
250,-0.247278,0.394752
251,-0.799906,-0.066992
252,-0.368591,-0.593509
253,-0.956568,-0.493086
254,0.244306,0.075486
255,-0.769388,-0.271674
256,-0.320424,0.500314
257,-0.401653,-0.622337
258,0.301929,-0.805610
259,0.982515,-0.326553
260,0.074009,0.945562
261,0.770065,0.489158
262,-0.818066,0.025479
263,-0.494906,0.943743
264,-0.451608,-0.210421
265,0.700740,-0.424658
266,-0.775870,-0.509087
267,-0.684512,0.641316
268,0.548406,0.438318
269,0.554476,-0.327262
270,0.904717,-0.389966
271,-0.095099,0.640888
272,0.293773,0.576797
273,-0.491049,0.343406
274,-0.173885,0.003924
275,-0.048364,0.838790
276,-0.986076,-0.882387
277,-0.482825,-0.080976
278,0.640749,0.535705
279,-0.024547,-0.584260
280,0.043728,-0.012757
281,-0.487144,0.789265
282,0.843002,-0.261430
283,0.611128,-0.096903
284,-0.471849,-0.222579
285,-0.620893,-0.012430
286,-0.067598,0.588962
287,0.661854,-0.458901
288,-0.056602,0.853005
289,0.833835,0.259228
290,-0.551478,0.469348
291,-0.388714,0.767368
292,-0.113935,0.177473
293,0.506883,-0.989680
294,0.766847,0.569643
295,0.539058,0.677734
296,0.399649,0.761445
297,0.263270,-0.595098
298,-0.107615,-0.764700
299,-0.671301,0.331185
300,-0.048611,0.191146
301,0.948670,0.841230
302,-0.587810,0.551474
303,-0.202797,-0.454564
304,0.617382,-0.103955
305,-0.835101,0.041280
306,0.824222,-0.182195
307,-0.474474,-0.174992
308,-0.895384,0.254824
309,0.169841,-0.716046
310,0.460751,0.005262
311,-0.338907,0.963222
312,0.006629,-0.734513
313,0.466246,0.865458
